,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,country
166,167,spotify:track:4f0aDk7HX37SfzerfznYlr,"Grupo Menos É Mais, Matheus Fernandes",Lapada Dela - Ao Vivo,Som Livre,8,171,99,79435,6,Portugal
167,168,spotify:track:3xsYqPvotPUjk8vcIPBNTg,"Felipe Beats, Zé Felipe, Vitor Daslent's",Porsche Azul,Fb hits,168,-1,1,79187,6,Portugal
168,169,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,134,-1,8,78289,6,Portugal
169,170,spotify:track:4QvTKF2UL2L8EAyDkzXlKK,Slow J,Teu Eternamente,Slow J,4,186,240,77822,6,Portugal
170,171,spotify:track:0Fyqe4e5VjCaFjNSNYWa25,"GIMS, Morad",Seya,Sativa Music,22,177,63,77434,6,Portugal
171,172,spotify:track:1OjAoIz5Gl36rzm9RKEQeG,"Gson, Slow J, Sam The Kid","3,14",i.M,5,163,114,77230,6,Portugal
172,173,spotify:track:3BFh8rR6aMexy7ELu2UQy3,"DELLAFUENTE, Morad",Manos Rotas,MAAS,109,188,26,77200,6,Portugal
173,174,spotify:track:3Uq45ipGutypFPmETfaoaH,"MC Du Black, DJ 2F",Gaiola É o Troco,EP MIX Editora,4,-1,66,76730,6,Portugal
174,175,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,88,150,21,76547,6,Portugal
175,176,spotify:track:4pftaoQbbheCXSdleWIeDK,"Central Cee, 21 Savage",GBP (feat. 21 Savage),Columbia,49,107,4,76108,6,Portugal
176,177,spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,Cactus Jack/Epic,2,184,138,76028,6,Portugal
177,178,spotify:track:5ZxHzpxIEr0rxGJN8Jsdjy,Plutonio,1 de Abril,Bridgetown Records,3,173,181,75808,6,Portugal
178,179,spotify:track:6SpI6YKn2u2oX7jSzoKDDl,Dillaz,Protagonista,Seventy Five,92,166,83,75676,6,Portugal
179,180,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,119,-1,40,75499,6,Portugal
180,181,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,9,181,48,75474,6,Portugal
181,182,spotify:track:0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,Parlophone UK,29,178,55,75302,6,Portugal
182,183,spotify:track:5KloY4dqqARqRPavfyRmRE,Anitta,ROMEO,Anitta,183,-1,1,75179,6,Portugal
183,184,spotify:track:5KYxsXz9RnMHED7ggDLfbv,Ivandro,Lua,Ivandro,3,176,156,74888,6,Portugal
184,185,spotify:track:7tCuCjhxzjX2XCz4JiiAsp,Bad Bunny,TURiSTA,Rimas Entertainment LLC.,34,119,5,74426,6,Portugal
185,186,spotify:track:75JFxkI2RXiU7L9VXzMkle,Coldplay,The Scientist,Parlophone Records Limited,25,194,44,74374,6,Portugal
186,187,spotify:track:4cYllEeJVH7dWKwQxpbk42,"The Weeknd, Lana Del Rey",The Abyss (feat. Lana Del Rey),XO / Republic Records,93,93,2,73599,6,Portugal
187,188,spotify:track:6s8WSX1MxNThrot8ThI6fG,Travis Scott,4X4,Cactus Jack / Epic,48,120,3,73030,6,Portugal
188,189,spotify:track:1XBYiRV30ykHw5f4wm6qEn,The Kid LAROI,NIGHTS LIKE THIS,Columbia,70,199,28,73001,6,Portugal
189,190,spotify:track:31w82iq7jsYmPAsM8YChIy,Dillaz,Habibi,Dillaz,2,198,52,72914,6,Portugal
190,191,spotify:track:6Ap9SM1WkmI4b4Mo2Cpa6f,"NATTAN, Léo Foguete",Última Noite,Nattan,86,-1,7,72806,6,Portugal
191,192,spotify:track:5yS8wgwBnmjpXwGislck0n,"Bárbara Bandeira, Dillaz",Carro (feat. Dillaz),Parlophone Portugal,2,182,71,72780,6,Portugal
192,193,spotify:track:50yECsT0BYrk3BeqJanW7E,Slow J,Sem Ti,Slow J,8,169,85,72762,6,Portugal
193,194,spotify:track:5DrDpWyvharQkhsloNTN9W,"Mc J Mito, DJ Borest",Clack Bum,MK,25,157,30,72647,6,Portugal
194,195,spotify:track:0stJVUUSrbEwyFHOp2dRu0,The Weeknd,Open Hearts,XO / Republic Records,61,61,2,72626,6,Portugal
195,196,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,Warner Records,24,-1,96,72425,6,Portugal
196,197,spotify:track:42wdz3j7gstgUuhoFLCXqd,FloyyMenor,PELIGROSA,FloyyMenor under exclusive license to UnitedMasters LLC,164,-1,5,72239,6,Portugal
197,198,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,46,-1,99,72095,6,Portugal
198,199,spotify:track:2XqznQosAqM7khgOKLlotw,Plutonio,FDP,Bridgetown Records,33,187,14,71730,6,Portugal
199,200,spotify:track:3p5b0fr7ynsuGeE8EJCJk9,Slow J,Fogo,Slow J,6,179,63,71673,6,Portugal
0,1,spotify:track:0BUkQGUXgcvf3gdCWYbtnJ,"Oruam, Zé Felipe, MC Tuto, Mc Rodrigo do CN, Dj Lc da Roça, MC K9, mc pl alves",Oh Garota Eu Quero Você Só Pra Mim,Mainstreet Records,1,1,9,600846,7,Portugal
1,2,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,2,7,448150,7,Portugal
2,3,spotify:track:0NQyryTVbjGMtWMA1eSqIn,"J. Eskine, Alef Donk",Resenha do Arrocha,Latin Brega by HITLAB Records,3,5,10,433185,7,Portugal
3,4,spotify:track:5lGXgWvY60L80gKGk5Clgc,Plutonio,Interestelar,Bridgetown Records,1,3,16,405265,7,Portugal
4,5,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",4,6,36,403254,7,Portugal
5,6,spotify:track:4pOGEJRVOuaa9oyy7qTGf6,"Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo",Fui Mlk,WMD,3,4,12,395388,7,Portugal
6,7,spotify:track:2CGNAOSuO1MEFCbBRgUzjd,"Kendrick Lamar, SZA",luther (with sza),"pgLang, under exclusive license to Interscope Records",6,10,13,378696,7,Portugal
7,8,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,1,8,27,352956,7,Portugal
8,9,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA",All The Stars (with SZA),Black Panther (TDE/DMG) PS,2,26,45,332445,7,Portugal
9,10,spotify:track:6VH6SBNNL2RVWwImq046ce,"Boladin 211, Dejinha, MC Rick",Penélope Charmosa 2,Kave,6,7,5,302483,7,Portugal
10,11,spotify:track:3TnSAp3TfGMYptOqv234uK,"MC Tuto, Grelo",Do Job,Sonar Music,11,12,11,285717,7,Portugal
11,12,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",5,9,18,284516,7,Portugal
12,13,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,2,11,40,271637,7,Portugal
13,14,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,13,18,10,268814,7,Portugal
14,15,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,6,13,18,266264,7,Portugal
15,16,spotify:track:6s1kzj4EbhFLXbuAGJbhbn,"MC Tuto, DJ Glenner",Barbie,Sonar Music,2,16,18,254611,7,Portugal
16,17,spotify:track:0aB0v4027ukVziUGwVGYpG,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),"pgLang, under exclusive license to Interscope Records",15,23,13,254186,7,Portugal
17,18,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,4,15,7,230137,7,Portugal
18,19,spotify:track:6x6EA3N9xXgptSakS7VZUg,"GORDÃO DO PC, Mc Menor DN, Mc Leozin, Ana Laura Lopes",FANTASMA (versão GORDÃO DO PC),Alt Music,19,19,7,226056,7,Portugal
19,20,spotify:track:1UQvRmRhbX3WxSLW3NbUIU,Calema,Amar Pela Metade,Klasszik / Mondja,18,22,20,221916,7,Portugal
20,21,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,10,21,22,221136,7,Portugal
21,22,spotify:track:6WatFBLVB0x077xWeoVc2k,KAROL G,Si Antes Te Hubiera Conocido,Bichota/Interscope Records,2,24,34,220853,7,Portugal
22,23,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,25,56,218065,7,Portugal
23,24,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,6,20,7,210762,7,Portugal
24,25,spotify:track:1kJml4AvYDxIMcJVt7nYlL,"Mizzy Miles, Slow J, Gson",Champions League (with Slow J & Gson),Sony Music Entertainment,9,17,5,200525,7,Portugal
25,26,spotify:track:456hxgSVUAJVgPV0UncG68,"DENNIS, Luísa Sonza",MOTINHA 2.0 (Mete Marcha),Sony Music Entertainment,26,32,3,198700,7,Portugal
26,27,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,13,27,40,196648,7,Portugal
27,28,spotify:track:4jUZymsR3lkia9wkP0o9cX,"DJ TOPO, Mc Livinho",MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1,DJ TOPO,12,31,17,193899,7,Portugal
28,29,spotify:track:5ZLUm9eab8y3tqQ1OhQSHI,Lady Gaga,Abracadabra,Interscope Records,14,14,3,189562,7,Portugal
29,30,spotify:track:0qGRWcPOMkkt7edm4wMVRf,Plutonio,País das Maravilhas,Bridgetown Records,3,36,16,178935,7,Portugal
30,31,spotify:track:77HhVmRv7IxDqkyMxElSrK,"Anitta, Mc Danny, HITMAKER",Sei Que Tu Me Odeia,Universal Music Ltda.,31,37,3,178491,7,Portugal
31,32,spotify:track:5Bp7TFENcgsdLCL8fMOSKs,"Supernova Ent, G.A, Ghard, Veigh, Niink","Adora a bunda, odeia o rosto (feat. Veigh & Niink)",Supernova Entertainment,9,30,10,178178,7,Portugal
32,33,spotify:track:0FIDCNYYjNvPVimz5icugS,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),XO / Republic Records,5,29,21,169005,7,Portugal
33,34,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,6,41,68,166743,7,Portugal
34,35,spotify:track:5VOhg3dqCqRGWwKXF6DLLW,"Mizzy Miles, Van Zee, Bispo",Bênção (with Van Zee & Bispo),Sony Music Entertainment,1,33,51,165218,7,Portugal
35,36,spotify:track:5TOvA5Uhxti7FPh0EIdClV,"MC LUUKY, DJ JB Mix",Malvadinho,EDITORA E GRAVADORA A BASE RECORDS,3,40,15,161108,7,Portugal
36,37,spotify:track:3cwVKjzKSTfvacYJF6Tkub,Léo Foguete,Última Noite - Solo,Sua Música Digital,17,34,15,159761,7,Portugal
37,38,spotify:track:2drZGdAOxfE2KoMGTkidmq,"MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto, DJ Dael",365 Dias (Vida Mansa),Legenda Records,16,42,20,156583,7,Portugal
38,39,spotify:track:7EUmkQTk9tt93C5J746OzL,"Mizzy Miles, Slow J, ProfJam",Estrada (with Slow J & ProfJam),Sony Music Entertainment,17,28,3,153427,7,Portugal
39,40,spotify:track:59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,12,38,7,150733,7,Portugal
40,41,spotify:track:1yjYtmNf1DpfQMjBpVy5rg,Plutonio,Luxemburgo,Bridgetown Records,10,48,20,147437,7,Portugal
41,42,spotify:track:6vBuEFImAx36hDYiYqBtkZ,"Dillaz, Plutonio",Alô,Dillaz,1,47,53,147144,7,Portugal
42,43,spotify:track:51rfRCiUSvxXlCSCfIztBy,Gracie Abrams,"I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",20,39,29,146829,7,Portugal
43,44,spotify:track:4TnEIYOXZ9KBGHOIqG5Xs5,"PEDRO SAMPAIO, Marina Sena",ESCADA DO PRÉDIO,WM Brazil,8,44,20,144071,7,Portugal
44,45,spotify:track:0nj9Bq5sHDiTxSHunhgkFb,Kendrick Lamar,squabble up,"pgLang, under exclusive license to Interscope Records",13,56,6,143606,7,Portugal
45,46,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,4,55,45,142816,7,Portugal
46,47,spotify:track:1X3ltingEVNGRoJf1dvZfQ,Plutonio,Somos Iguais,Bridgetown Records,5,54,212,141976,7,Portugal
47,48,spotify:track:0UGGLKM970ymsBBN5TKjsD,"MC Tuto, DJ Oreia",2025,Sonar Produtora,28,45,8,140311,7,Portugal
48,49,spotify:track:4VhSwcMCrXQgEfwls3s46o,Plutonio,Deja Vu,Bridgetown Records,2,51,15,138242,7,Portugal
49,50,spotify:track:6dBNHXIJLpsgPlLroF4tf1,"Mc Dricka, DJ S2K",Vou Raspar Seu Bigodin,Som Livre,46,46,3,135235,7,Portugal
50,51,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,Aftermath,2,77,83,134952,7,Portugal
51,52,spotify:track:6RjSXi9cPGroetXeNsWFGL,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",MTG QUEM NÃO QUER SOU EU,DJ TOPO,1,60,40,133767,7,Portugal
52,53,spotify:track:6QlygEHWgXDeAwDtzksA5b,NAPA,Deslocado,NAPA,40,53,4,131184,7,Portugal
53,54,spotify:track:5nPbKG04fhLkIAjcPFaZq7,"HUGEL, Topic, Arash, Daecolm",I Adore You (feat. Daecolm),Virgin,14,59,30,131165,7,Portugal
54,55,spotify:track:0b0Dz0Gi86SVdBxYeiQcCP,Sabrina Carpenter,Busy Woman,Island Records,55,-1,1,130833,7,Portugal
55,56,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,18,50,38,128476,7,Portugal
56,57,spotify:track:38adAyMqsOEwCdXETWCPPa,"Bluay, Julinho Ksd",Faz Bem,Universal Music Portugal SA,17,52,57,127395,7,Portugal
57,58,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,6,76,26,127131,7,Portugal
58,59,spotify:track:3aSWXU6owkZeVhh94XxEWO,"SZA, Kendrick Lamar",30 For 30 (with Kendrick Lamar),Top Dawg Entertainment/RCA Records,59,83,2,126863,7,Portugal
59,60,spotify:track:1l0wjEdL5zYutUW8tVFiZO,"Mc Negão Original, DJ Japa NK, DJ Guh Mix",Medley de Igaratá 3,Cria Hit BR,42,43,10,126106,7,Portugal
60,61,spotify:track:6ejIcf1OdUmtOJ7fpFcEXo,"Mc Negão Original, DJ Guh Mix",Medley de Igaratá 4,Cria Hit BR,61,127,2,124580,7,Portugal
61,62,spotify:track:3BntzKsnLf2pc0dsvE3Zav,Teddy Swims,Bad Dreams,Warner Records,62,68,17,121472,7,Portugal
62,63,spotify:track:4zww0H1u0yYvyBGixrRCb9,Dillaz,Mo Boy,Seventy Five,20,63,253,120813,7,Portugal
63,64,spotify:track:1M7pnSHpd4i5xFE2nUGq2W,Plutonio,Acordar,Bridgetown Records,24,64,39,120813,7,Portugal
64,65,spotify:track:3AWDeHLc88XogCaCnZQLVI,The Weeknd,Cry For Me,XO / Republic Records,19,35,3,120749,7,Portugal
65,66,spotify:track:5G0kKNRYFCoORvJ2VzwvrY,"Mc Livinho, DJ TOPO",MTG PASSA PASSA PRA EU SARRAR,Mc Livinho,32,74,20,117511,7,Portugal
66,67,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,21,72,67,114744,7,Portugal
67,68,spotify:track:7DY756WOLyOz2Xnhw4EFiC,"The Weeknd, Anitta",São Paulo (feat. Anitta),XO / Republic Records,3,49,17,114430,7,Portugal
68,69,spotify:track:6Kyl2nFgU0J8WBlbBvDv6g,Grupo Menos É Mais,Coração Partido (Corazón Partío) - Ao Vivo,Som Livre,53,80,23,113187,7,Portugal
69,70,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,70,104,4,112363,7,Portugal
70,71,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,1,66,37,112207,7,Portugal
71,72,spotify:track:1eTaznNW4Xxtx9za2SMTXB,Doechii,DENIAL IS A RIVER,Top Dawg Entertainment/Capitol Records,62,62,3,111856,7,Portugal
72,73,spotify:track:7xeqjq45imp3qonWKqfyip,"PEDRO SAMPAIO, Mc Gw, Mc Debby, Mc Talibã",SEQUÊNCIA STRIPTEASE,WM Brazil,73,88,4,111462,7,Portugal
73,74,spotify:track:19XpFsce28aByvCC4g89tJ,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,11,75,47,110997,7,Portugal
74,75,spotify:track:1Nmcs8zk7LfcvHRgLtTM5J,"Orochi, Papatinho",Amor de Fim de Noite,Mainstreet Records,69,69,89,109563,7,Portugal
75,76,spotify:track:0fPOFtS7ZylYKcC9b64cSj,Slow J,Tata,Slow J,1,70,65,108103,7,Portugal
76,77,spotify:track:02iIJMe5jh7rdnTO6dcPQL,PEDRO SAMPAIO,POCPOC,WM Brazil,1,101,63,106258,7,Portugal
77,78,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,Sabrina Carpenter,Please Please Please,Island Records,5,113,37,105889,7,Portugal
78,79,spotify:track:2y5mEYDDPoQCgz55sP3eUz,Miguel Luz,Amor De Ganga,Miguel Luz,11,73,17,105064,7,Portugal
79,80,spotify:track:7ldcYtMOjtX1eFVEYzj2kJ,"Luísa Sonza, KayBlack",Sagrado Profano,Sony Music Entertainment,1,79,38,103172,7,Portugal
80,81,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,50,82,84,103159,7,Portugal
81,82,spotify:track:71Aj0joTSW4wv8olaHNBvK,Plutonio,Montanha,Bridgetown Records,20,100,15,102725,7,Portugal
82,83,spotify:track:4u43I0LP2Xf85OAS85eG0R,"PARTYNEXTDOOR, Drake",CN TOWER,OVO Sound,83,-1,1,101995,7,Portugal
83,84,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,Warner Records,63,111,59,101694,7,Portugal
84,85,spotify:track:7fW5TnCdNFhdPw7C2QakEO,"Felipe Amorim, Zé Felipe",Nossas Fotos,One Play,85,95,2,97784,7,Portugal
85,86,spotify:track:2Uts1QFB4u2YNIMiqcb4de,"Kendrick Lamar, AZ Chike",peekaboo (feat. azchike),"pgLang, under exclusive license to Interscope Records",58,163,3,97109,7,Portugal
86,87,spotify:track:7uekYsGKTZM2LfyjB87x0Y,"Van Zee, FRANKIEONTHEGUITAR",Como Seria? / Amor Sóbrio,Van Zee & FRANKIEONTHEGUITAR,53,71,6,97058,7,Portugal
87,88,spotify:track:0ZEQ6vnAHTARAgpxFF8NLS,Van Zee,Amar De Cor,Van Zee,21,108,82,96693,7,Portugal
88,89,spotify:track:3WxetTBTlpfyknxJfPQ7eQ,"MC Cebezinho, Dj Yuri Pedrada, Love Funk",Observando Essa Salada,Love Funk,89,158,2,95966,7,Portugal
89,90,spotify:track:5kr0kja5gbZAaT7w3TGKts,Calema,Te Amo,Klasszik,8,141,258,95825,7,Portugal
90,91,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,8,133,152,95821,7,Portugal
91,92,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,66,87,75,95789,7,Portugal
92,93,spotify:track:4eqOz5gdCYww9GB5q3q1pU,"DJ Douglinhas, DJ Miller Oficial, MC Torugo",Puta É Só um Detalhe,DJ DOUGLINHAS,85,85,4,95779,7,Portugal
93,94,spotify:track:5KZJORKMEkrsNRD4dfBw1X,Wet Bed Gang,Devia Ir,Responsablembrace,1,94,344,95726,7,Portugal
94,95,spotify:track:3dj4wgM3cPeuLwMNHDuBon,Teddy Swims,The Door,Warner Records,78,129,25,95663,7,Portugal
95,96,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,6,102,132,94872,7,Portugal
96,97,spotify:track:2esZG2XFtuoWWA9AfDvSxy,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,2,109,46,94663,7,Portugal
97,98,spotify:track:4CPuDVC8jhhK6lA2DIt8Cf,"LISA, Doja Cat, RAYE",Born Again (feat. Doja Cat & RAYE),Lloud Co./RCA Records,57,57,2,94439,7,Portugal
98,99,spotify:track:6jbYpRPTEFl1HFKHk1IC0m,"Tyler, The Creator, Lola Young",Like Him (feat. Lola Young),Columbia,91,97,14,94262,7,Portugal
99,100,spotify:track:0l0vcZMU7AOeQmUIREoI2U,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Sony Music Latin/Duars Entertainment,34,98,10,93892,7,Portugal
100,101,spotify:track:0xKBEEJwpjaLn1QhCdyKcf,Calema,A Nossa Dança,Klasszik,12,110,98,93109,7,Portugal
101,102,spotify:track:3H7eBmcTJyuEMStfmKuLmG,"MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako",A Danada Me Ligando,Love Funk,37,90,24,92914,7,Portugal
102,103,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Elektra (NEK),90,139,23,92249,7,Portugal
103,104,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,1,137,74,92210,7,Portugal
104,105,spotify:track:7d6yK8v8J484SWH5prIQiE,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Rimas Entertainment LLC.,26,84,7,92085,7,Portugal
105,106,spotify:track:2zOmS55knKWSgScYPTNmGQ,Tate McRae,Sports car,RCA Records Label,41,78,4,92065,7,Portugal
106,107,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,10,115,187,91859,7,Portugal
107,108,spotify:track:0vYrfm0eUQyi6fWbYnBiDc,"DJ NATAN 22, Mc Rodrigo do CN",Meu Carro nao tem Porta Luva - Remastered 2024,DJ Natan 22,106,106,5,91829,7,Portugal
108,109,spotify:track:6PsAEonu4CHFA08kQHUiIY,"Mizzy Miles, Wet Bed Gang",WORLDWIDE (with Wet Bed Gang),Sony Music Entertainment,36,58,3,91218,7,Portugal
109,110,spotify:track:2GXRtFY3WNis04B2L1d7ua,Van Zee,Alma Nua,Van Zee,3,103,85,91204,7,Portugal
110,111,spotify:track:4ssHL7bSnOAE7HjiuLx6Co,Matuê,Crack com Mussilon,30PRAUM,6,86,24,91198,7,Portugal
111,112,spotify:track:0KVuFaXvgC5v4xRlSIiitI,Maninho,Até ao Fim,Parlophone Portugal,65,125,51,91030,7,Portugal
112,113,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,58,96,81,90021,7,Portugal
113,114,spotify:track:1cTamrfYAUHnoiMf2gpq55,"Richie Campbell, Van Zee, FRANKIEONTHEGUITAR",Even,Bridgetown Records,8,105,36,89765,7,Portugal
114,115,spotify:track:5Nz7hI3cCOHmMR4vSLJ1An,Drake,GIMME A HUG,OVO Sound,115,-1,1,89560,7,Portugal
115,116,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,30,120,146,88819,7,Portugal
116,117,spotify:track:5nYYQ85x9DwEiEpETQNlNC,"Bispo, Julinho Ksd",Contra Probabilidades,Mentalidade Free,52,130,35,88723,7,Portugal
117,118,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,UMLE - Latino,57,145,50,88682,7,Portugal
118,119,spotify:track:280QfKhmWGn3LbyB39aA7u,Léo Foguete,Cópia Proibida,Sua Música Digital,109,112,8,88670,7,Portugal
119,120,spotify:track:6zp1J0CsOIiGLbRKFh5kGe,Calema,Perfume,Klasszik / Mondja,81,147,49,88486,7,Portugal
120,121,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,CHIHIRO,Darkroom/Interscope Records,3,93,40,88100,7,Portugal
121,122,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Cactus Jack / Epic,12,143,293,87885,7,Portugal
122,123,spotify:track:23PQOfRFXeQ6ZR4q7ZfM5r,Bispo,O Teu Cheiro,Bispo,4,144,19,87723,7,Portugal
123,124,spotify:track:7ricDBUakN3N0YkkKE8Obu,"Beéle, Ovy On The Drums",mi refe,5020 Records,119,122,6,87689,7,Portugal
124,125,spotify:track:5WEF0icHWmAZBBMglBd599,"Bad Bunny, Chuwi",WELTiTA,Rimas Entertainment LLC.,20,91,7,87235,7,Portugal
125,126,spotify:track:2nLtzopw4rPReszdYBJU6h,Linkin Park,Numb,Warner Records,27,116,76,87199,7,Portugal
126,127,spotify:track:1EDPVGbyPKJPeGqATwXZvN,Linkin Park,The Emptiness Machine,Warner Records,2,119,24,86679,7,Portugal
127,128,spotify:track:6VNXmo59yDYgcwLS17UNAW,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Rimas Entertainment LLC.,27,92,6,86569,7,Portugal
128,129,spotify:track:0vfN1RYc1aDmf46CpE7EsC,Plutonio,Casa Melhor,Bridgetown Records,6,134,15,86091,7,Portugal
129,130,spotify:track:6YvBWNtX8L8VBxahAqo954,Gson,Farda,iM,58,164,102,85436,7,Portugal
130,131,spotify:track:4MF0VMffyxHsy3GZwwUnAs,Matuê,A Morte do Autotune,30PRAUM,84,142,17,85405,7,Portugal
131,132,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,Columbia,31,126,225,85223,7,Portugal
132,133,spotify:track:3YsnklkstFoHWUNw6Oqici,"Maninho, Marisa Liz",Garota (feat. Marisa Liz),Parlophone Portugal,55,148,29,85037,7,Portugal
133,134,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,67,118,87,84634,7,Portugal
134,135,spotify:track:6qqrTXSdwiJaq8SO0X2lSe,Alex Warren,Ordinary,Atlantic Records,135,156,2,84562,7,Portugal
135,136,spotify:track:0NUqi0ps17YpLUC3kgsZq0,"PARTYNEXTDOOR, Drake, Yebba",DIE TRYING,OVO Sound,136,-1,1,84528,7,Portugal
136,137,spotify:track:4DnrAI8WyUY6gkOwl8GlPN,"Alleh, Yorghaki",capaz (merengueton),CONMUER LLC,136,136,5,84519,7,Portugal
137,138,spotify:track:5CtXR89REICvEZljUEK8r1,"DJ L30, MC Thaizinha",Do Jeito Que Você Mete,Conquista Records Agenciamento Artístico,57,117,20,83599,7,Portugal
138,139,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,11,151,117,83233,7,Portugal
