rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
25,"spotify:track:4b3W0IbHDwHCvjSs708Tr4","AYLIVA, Apache 207","Wunder","Whiteheart Records/WM Germany",1,23,40,"1126269"
26,"spotify:track:0uSHA5dbsCRMmzbidwhKwl","Sosa La M, Luciano","Butcher","GOLD LEAGUE",4,21,8,"1100117"
27,"spotify:track:2zOmS55knKWSgScYPTNmGQ","Tate McRae","Sports car","RCA Records Label",27,-1,1,"1067236"
28,"spotify:track:2A1aS3mwuGuX2yk1bgxOvA","BL3SS, CamrinWatsin, bbyclose","Kisses (feat. bbyclose)","Atlantic Records UK",22,27,25,"1066233"
29,"spotify:track:3BntzKsnLf2pc0dsvE3Zav","Teddy Swims","Bad Dreams","Warner Records",24,28,13,"1041152"
30,"spotify:track:5nPbKG04fhLkIAjcPFaZq7","HUGEL, Topic, Arash, Daecolm","I Adore You (feat. Daecolm)","Virgin",18,29,28,"1040145"
31,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",26,26,3,"1019890"
32,"spotify:track:7bkUa9kDFGxgCC7d36dzFI","Berq","Rote Flaggen","Urban",3,30,31,"992570"
33,"spotify:track:5EcG8eMMlwkHRVa4aTR1qd","Rihanna","Breakin' Dishes","Def Jam Recordings",31,31,6,"991523"
34,"spotify:track:77p59nG1oU5pzd20rPxBwC","Jazeek, Luciano, Miksu / Macloud","PLAYBOYBUNNIES","NINETYNINE MUSIC x Good Kid Records x Ventura Records",3,32,17,"962399"
35,"spotify:track:3DVjjnzWtCURhhGlswtymg","Apache 207, Luciano","Bei Nacht","Four Music/Feder Musik",10,10,2,"957854"
36,"spotify:track:6leQi7NakJQS1vHRtZsroe","Pashanim","Mittelmeer","Urban",1,34,36,"942498"
37,"spotify:track:64f3yNXsi2Vk76odcHCOnw","Shirin David","bauch beine po","Juicy Money Records",1,33,27,"920050"
38,"spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt","Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike","Thank You (Not So Bad)","Ministry of Sound Recordings",13,35,57,"913223"
39,"spotify:track:4hYinIaRxdaoEFSQni6K6I","Wir sind Helden","Nur ein Wort","Virgin",39,85,3,"882757"
40,"spotify:track:3rDYrvKA6bLhp6llXm9vOd","KALIM, Nizi19, CANEY030","TP","KALIM",40,-1,1,"878976"
41,"spotify:track:003vvx7Niy0yvhvHt4a68B","The Killers","Mr. Brightside","Island Records",26,39,84,"873139"
42,"spotify:track:3pPMgoouYtezLiBTEeL9be","FOURTY, Bausa, CHEKAA","VEMPA","Life is Pain",3,36,41,"858163"
43,"spotify:track:3JG1uFc40wfyrqaWC7iv0e","Artemas","i like the way you kiss me","Artemas",1,38,46,"857771"
44,"spotify:track:4nV2TbyTbGljX58MKwPxvm","LACAZETTE","LID","LACAZETTE",2,40,18,"854115"
45,"spotify:track:2nLtzopw4rPReszdYBJU6h","Linkin Park","Numb","Warner Records",13,43,118,"848060"
46,"spotify:track:5RKQ5NdjSh2QzD4MaunT91","Journey","Don't Stop Believin' (2022 Remaster)","Columbia/Legacy",28,44,102,"841384"
47,"spotify:track:3od4M5sqkjk2igUiuciUQC","Sonus030, AK AUSSERKONTROLLE","QUALITÄT","Sonus030 x Ventura Records",22,22,2,"840253"
48,"spotify:track:0cQVqPuHQP4KEwc7ZUQmj6","The Neighbourhood","Sweater Weather","Columbia",33,41,213,"838120"
49,"spotify:track:2HBBM75Xv3o2Mqdyh1NcM0","Linkin Park","Heavy Is the Crown","Warner Records",3,46,19,"834226"
50,"spotify:track:0dAorlY72lV0wIFf7ZWLsd","LACAZETTE","S&S","LACAZETTE",9,37,9,"831317"
51,"spotify:track:4pftaoQbbheCXSdleWIeDK","Central Cee, 21 Savage","GBP (feat. 21 Savage)","Columbia",51,79,2,"820819"
52,"spotify:track:0xGQTpN4ESETtl1Sp6rzd2","The Weeknd, Anitta","São Paulo (feat. Anitta)","XO / Republic Records",11,55,12,"820566"
53,"spotify:track:2HRqTpkrJO5ggZyyK6NPWz","Sabrina Carpenter","Espresso","Island Records",9,49,42,"796549"
54,"spotify:track:22skzmqfdWrjJylampe0kt","Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton","Can't Hold Us (feat. Ray Dalton)","Macklemore",43,60,222,"794719"
55,"spotify:track:3QaPy1KgI7nu9FJEQUgn6h","Billie Eilish","WILDFLOWER","Darkroom/Interscope Records",24,45,35,"793923"
56,"spotify:track:3U5JVgI2x4rDyHGObzJfNf","Natasha Bedingfield","Unwritten","Sony Music CG",2,58,55,"773588"
57,"spotify:track:3ilgxZl5g7MOQCUiky3VOG","Pashanim","Ms. Jackson","Urban",1,52,75,"761729"
58,"spotify:track:1BJJbSX6muJVF2AK7uH1x4","Adam Port, Stryv, Keinemusik, Orso, Malachiii","Move","Keinemusik",3,61,34,"752940"
59,"spotify:track:3M0lSi5WW79CXQamgSBIjx","Chase Atlantic","Swim","Warner Records",46,48,14,"744750"
60,"spotify:track:59NraMJsLaMCVtwXTSia8i","cassö, RAYE, D-Block Europe","Prada","Ministry of Sound Recordings",2,54,77,"740340"
61,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",10,68,204,"740079"
62,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",9,56,56,"739624"
63,"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","Linkin Park","In the End","Warner Records",15,66,303,"728676"
64,"spotify:track:3hRV0jL3vUpRrcy398teAU","Lord Huron","The Night We Met","Play It Again Sam",50,59,88,"722405"
65,"spotify:track:0rtDE9zfXbamTlRUSwY7zy","Mark Ambor","Belong Together","Hundred Days Records, LLC",4,57,46,"721912"
66,"spotify:track:6j3xnbOxMTaJLBppZbPnRr","Summer Cem, BILLA JOE","G.Ö.T.","GOLD LEAGUE/OG Scrpngang GmbH",66,-1,1,"716501"
67,"spotify:track:31nfdEooLEq7dn3UMcIeB5","BENNETT","Vois sur ton chemin - Techno Mix","Warner Music Central Europe",1,71,78,"714792"
68,"spotify:track:6BPcUXYERAahpunmb0AovH","Arcane, Stromae, Pomme","Ma Meilleure Ennemie (from the series Arcane League of Legends)","Riot Games",16,50,10,"713352"
69,"spotify:track:51OiYIROicWw15V5Pcbj5g","Apache 207, Luciano","Yay","Four Music/Feder Musik",16,16,2,"710564"
70,"spotify:track:2Ulw4Lgy6ejrSjCj1hB2RF","Electric Callboy","Elevator Operator","Century Media",70,-1,1,"707841"
71,"spotify:track:0WbMK4wrZ1wFSty9F7FCgu","Chappell Roan","Good Luck, Babe!","Chappell Roan PS/ Island",28,63,32,"707152"
72,"spotify:track:4MSj19TwYBLgDFj3ddEeco","Lost Frequencies, Tom Odell","Black Friday (pretty like the sun)","UROK",9,72,27,"704177"
73,"spotify:track:49xsSDb0cfQCIgISzaZ2eg","Apache 207, Luciano","Tiefgaragen","Four Music/Feder Musik",14,14,2,"703754"
74,"spotify:track:2FiJGvN3fiXMwms9IftNV0","FiNCH, Tream","LiEBE AUF DER RÜCKBANK","Walk This Way Records",17,82,86,"702534"
75,"spotify:track:1mea3bSkSGXuIRvnydlB5b","Coldplay","Viva La Vida","Parlophone UK",57,78,78,"692719"
76,"spotify:track:5fZJQrFKWQLb7FpJXZ1g7K","Shaboozey","A Bar Song (Tipsy)","American Dogwood / EMPIRE",15,74,41,"690185"
77,"spotify:track:7oQepKHmXDaPC3rgeLRvQu","Udo Lindenberg, Apache 207","Komet","Warner Music Central Europe",1,62,106,"689793"
78,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",1,73,54,"688436"
79,"spotify:track:2lTm559tuIvatlT1u0JYG2","Bad Bunny","BAILE INoLVIDABLE","Rimas Entertainment LLC.",45,51,3,"687047"
80,"spotify:track:0h3Xy4V4apMraB5NuM8U7Z","CYRIL","Stumblin' In","Spinnin' Records",7,83,55,"684028"
81,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",48,77,13,"673062"
82,"spotify:track:38AeM2tsvkclL7yuZAHrZ9","Nimo, Summer Cem","Billo","MOONBOYS ENTERTAINMENT/Warner Music Central Europe",82,-1,1,"663848"
83,"spotify:track:5NtZlpRVomRYn5FYVwAYtO","Jazeek","Superstars","NINETYNINE MUSIC x Good Kid Records x VENTURA Records",27,76,62,"660023"
84,"spotify:track:64CWBV60WRWZhb92wmxNNd","Niklas Dee, René Miller","Around The World","Bamboo Artists",28,84,25,"655783"
85,"spotify:track:1KZG1H1OCugGqIRmk1wF9m","Sam Barber, Avery Anna","Indigo (feat. Avery Anna)","Lockeland Springs/Atlantic",59,65,5,"653581"
86,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",4,97,120,"649432"
87,"spotify:track:5JLbgRkto4OrrkWgAHcJZT","Souly","Bundeswehr","Souly",19,67,19,"646257"
88,"spotify:track:6rdy1vGWSpfPxKnHujzMmY","Bonez MC","Toyota (2016)","187 Strassenbande",12,70,5,"646249"
89,"spotify:track:0M02KarGlX2UACt6BJQb8S","oddworld, reezy, OG Keemo","money","oddworld",12,80,10,"644293"
90,"spotify:track:4QveIIDRvuV7aKGOqDAbuP","ZAH1DE","Ballert auf Lautlos","Ventura Records",90,-1,1,"632520"
91,"spotify:track:5QgpJEqPmM1Z0IbpnMKad7","LACAZETTE","ICH","LACAZETTE",12,53,5,"629614"
92,"spotify:track:4yNd1xo3DZ75MqPMscauEG","YAKARY, Jamule","Moonlight Dreams","Life is Pain",7,95,19,"628424"
93,"spotify:track:3qcreqi8RaGqahtJSQDxNI","GReeeN","Panama","recordJet",1,86,35,"626173"
94,"spotify:track:2a1o6ZejUi8U3wzzOtCOYw","Don Omar, Lucenzo","Danza Kuduro","UMLE - Machete",54,99,109,"620238"
95,"spotify:track:3bg2qahpZmsg5wV2EMPXIk","David Guetta, Alphaville, Ava Max","Forever Young","Parlophone UK",39,87,6,"618693"
96,"spotify:track:19XpFsce28aByvCC4g89tJ","Hozier","Too Sweet","Rubyworks / Universal-Island Records Ltd",8,96,43,"610351"
97,"spotify:track:23UBSdCPcsloNVmQZ508Zv","Betsy, Maria Iankovskaia","Sigma Boy - Сигма Бой","Rhymes Music Inc.",97,110,8,"608548"
98,"spotify:track:5Mv9dbkohW9YNgS42WjGd1","Asche","BCII","Asche",98,-1,1,"606596"
99,"spotify:track:2bLqfJjuC5syrsgDsZfGmn","Timbaland, Keri Hilson, D.O.E.","The Way I Are","Interscope/Blackground Records",82,109,103,"596916"
100,"spotify:track:2esZG2XFtuoWWA9AfDvSxy","FloyyMenor, Cris Mj","Gata Only","FloyyMenor under exclusive license to UnitedMasters LLC",3,111,42,"592588"
101,"spotify:track:1XBYiRV30ykHw5f4wm6qEn","The Kid LAROI","NIGHTS LIKE THIS","Columbia",54,101,31,"592342"
102,"spotify:track:3aLZ0s5ulFLcFCtIZQblpo","Pashanim","Hauseingang","Urban",40,107,135,"592178"
103,"spotify:track:5jtca751346RjMOjNh4M0P","Bausa, Kane","Frühling im Viertel 2.0 (feat. Kane)","A Million Music/WM Germany",16,47,3,"590928"
104,"spotify:track:331l3xABO0HMr1Kkyh2LZq","David Guetta, OneRepublic","I Don't Wanna Wait","Parlophone UK",26,92,35,"590117"
105,"spotify:track:4OcLz7KTKPK7pVHYedr6Ek","Pashanim","Matrix Lights","Urban",87,91,5,"589780"
106,"spotify:track:1Cbl3Yq8rHo7hhDQmLQagU","Tyla","PUSH 2 START","FAX Records/Epic",84,98,5,"588039"
107,"spotify:track:5OJYxgz6ORI1EhSZzv8aUC","THIZZY52","100 Push Ups","Urban",86,102,6,"588034"
108,"spotify:track:4WeHpXTdNPBa3WI1qLI84W","Souly","Das erste Mal","Souly",79,88,10,"583152"
109,"spotify:track:6jx0JZB3f0Cc2jjdldYaDb","Central Cee, Lil Durk","Truth In The Lies (feat. Lil Durk)","Columbia",109,-1,1,"582048"
110,"spotify:track:1cXo8i9dgutdqjhjz3Zwqq","Zartmann, Drumla, Dauner","eehhhyyy","Bamboo Artists/Epic",13,103,30,"581685"
111,"spotify:track:1U7nB7MdDSkg9UlARxKHrd","THIZZY52","Pour La Famille","Urban",111,-1,1,"580468"
112,"spotify:track:380QLPsy9q99wJUbGTYsnI","Bobby Vandamme","El Capitano","RCA & GOLD LEAGUE/GOVA Ent.",34,157,4,"579234"
113,"spotify:track:42VsgItocQwOQC3XWZ8JNA","Travis Scott, Playboi Carti","FE!N (feat. Playboi Carti)","Cactus Jack/Epic",4,108,76,"579093"
114,"spotify:track:5F6SWgvyg6PYxmeAHhoXxJ","Filow","Rasenschach","1UP Management GmbH",14,133,31,"577017"
115,"spotify:track:2374M0fQpWi3dLnB54qaLX","TOTO","Africa","Columbia",80,104,50,"573961"
116,"spotify:track:6sgtNM0bXWEA4Mo2PgFZlq","FiNCH","NEVER STOP","Walk This Way Records",100,-1,5,"570600"
117,"spotify:track:5M2lX0ZAYSAzCs1xPPi9BX","Sexyy Red, Bruno Mars","Fat Juicy & Wet","gamma. / Atlantic Records",117,-1,1,"569200"
118,"spotify:track:50mQStZYV5QFgyGK9GOVZg","Capital Bra, Ufo361","Neymar","Bra Musik",1,158,72,"569109"
119,"spotify:track:7ySUcLPVX7KudhnmNcgY2D","Rihanna","S&M","Def Jam Recordings",119,119,18,"568459"
120,"spotify:track:1O0Jnk1qazq5NaJtXZH50w","FiNCH, VIZE","CHiLLi MiLLi","Walk This Way Records",91,-1,2,"562831"
121,"spotify:track:7lQ8MOhq6IN2w8EYcFNSUk","Eminem","Without Me","Aftermath",37,124,188,"560763"
122,"spotify:track:6yZbT5GiMfGgjCT7TBzpZu","Bobby Vandamme, Farid Bang","Vato Loco","RCA & GOLD LEAGUE/GOVA Ent.",122,-1,1,"558324"
123,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",3,116,49,"552742"
124,"spotify:track:1CDQzbCz4KSQxHe7LMEgRM","Eminem","Houdini","Shady/Aftermath/Interscope Records",2,123,34,"552634"
125,"spotify:track:1ZAY0JeV4APCcfvRkwTWEH","SAMIRA, Jazeek","Allein da - Radio Edit","NTK Entertainment & Ventura Records",9,75,6,"550796"
126,"spotify:track:1QV6tiMFM6fSOKOGLMHYYg","Lady Gaga","Poker Face","Streamline/Interscope",126,147,7,"550673"
127,"spotify:track:1DIXPcTDzTj8ZMHt3PDt8p","Coolio, L.V.","Gangsta's Paradise","Tommy Boy Music, LLC",39,132,178,"550589"
128,"spotify:track:51rfRCiUSvxXlCSCfIztBy","Gracie Abrams","I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",79,106,18,"547360"
129,"spotify:track:45Q68YMcQEGh93qtznlcqk","Ataypapi, KARDO","KAFA (GTA)","Ataypapi x KARDO",129,-1,1,"546723"
130,"spotify:track:78O33U6jbQtNiNfbkZudpd","Lil Wayne, Drake","She Will","CM/Republic",130,-1,1,"545951"
131,"spotify:track:2byoNXF9Y6qhIGBq33ATEm","Shirin David, Sampagne","it girl (feat. sampagne)","Juicy Money Records",2,89,14,"543785"
132,"spotify:track:5g7sDjBhZ4I3gcFIpkrLuI","Bruno Mars","Locked out of Heaven","Atlantic Records",108,131,6,"542320"
133,"spotify:track:0Rgdhptwk0A3Clbu5RpYI1","Luciano, Jazeek","Starboy","URBAN",1,112,27,"542140"
134,"spotify:track:3Vr3zh0r7ALn8VLqCiRR10","Myles Smith","Stargazing","RCA Records Label",10,127,37,"540096"
135,"spotify:track:2H7jZg2HliuQhZjfBblLrZ","Pashanim","Sommergewitter","Urban",1,140,175,"538707"
136,"spotify:track:2K7xn816oNHJZ0aVqdQsha","The Neighbourhood","Softcore","Columbia",29,115,46,"538657"
137,"spotify:track:5iviRbXQMPPJJrK6nTjYGA","Nimo","Mittelmeer","MOONBOYS ENTERTAINMENT/Warner Music Central Europe",18,161,10,"537777"
138,"spotify:track:59D4DOkspUbWyMmbAPQkxZ","Bad Bunny","VOY A LLeVARTE PA PR","Rimas Entertainment LLC.",114,114,3,"537503"
139,"spotify:track:25FTMokYEbEWHEdss5JLZS","Wheatus","Teenage Dirtbag","Columbia",139,142,7,"535830"
140,"spotify:track:2tpWsVSb9UEmDRxAl1zhX1","OneRepublic","Counting Stars","Mosley / Interscope",135,137,48,"534330"
141,"spotify:track:5rb9QrpfcKFHM1EUbSIurX","USHER, Lil Jon, Ludacris","Yeah! (feat. Lil Jon & Ludacris)","LaFace Records",43,143,48,"533909"
142,"spotify:track:7fc7Z9hY2hzimmFvo2JO8p","$OHO BANI, Herbert Grönemeyer, Ericson","ZEIT, DASS SICH WAS DREHT","Epic/$OHO BANI",1,145,48,"533553"
143,"spotify:track:4QNpBfC0zvjKqPJcyqBy9W","Pitbull, AFROJACK, Ne-Yo, Nayer","Give Me Everything (feat. Nayer)","Mr.305/Polo Grounds Music/J Records",110,136,41,"531433"
144,"spotify:track:086edN2nz8TjB3zddIdlPn","SDP, Sido, Esther Graf","Mama hat gesagt","Nur Musik Ist Schöner",10,129,38,"531031"
145,"spotify:track:7cMhicmOIwfJlWURl90AOc","Noizy","Follow You","Southeast Records x Ventura Records",55,120,11,"529153"
146,"spotify:track:6Obb1FCQLZrVRvzXWdgDma","Bibi und Tina","Bibi und Tina Lied","Kiddinx/WM Germany",123,171,34,"528482"
147,"spotify:track:4jvjzW7Hm0yK4LvvE0Paz9","Lil Peep, XXXTENTACION","Falling Down - Bonus Track","Columbia",11,130,47,"525804"
148,"spotify:track:59hwJ5R44DZIGrP5LX8xPT","AYLIVA","Beifahrer","Whiteheart Records/WM Germany",9,121,33,"524621"
149,"spotify:track:1v7L65Lzy0j0vdpRjJewt1","Eminem","Lose Yourself","Aftermath",53,174,209,"523643"
150,"spotify:track:4Yf5bqU3NK4kNOypcrLYwU","Linkin Park","Faint","Warner Records",45,135,21,"522938"
151,"spotify:track:0xSjAuPhm9tJXX2nRt2Avv","Kygo, OneRepublic","Chasing Paradise","Kygo",151,-1,1,"520405"
152,"spotify:track:1We3jgIztlD2Tkb0yOoX4b","Provinz","Walzer","Provinz",44,122,8,"519505"
153,"spotify:track:6q3zC9dDD4lUNk8nfUztXy","Timbaland, OneRepublic","Apologize","Interscope/Blackground Records",153,-1,1,"516736"
154,"spotify:track:58zHoX9U5VlSXLUUmWTfe2","Wir sind Helden","Denkmal","Virgin",154,-1,1,"515618"
155,"spotify:track:5WMxgYMsD1EBvov648dlCS","KALIM, CANEY030, Yuyu19, Nizi19","CODEIN COWBOY","KALIM",89,113,5,"515390"
156,"spotify:track:559mLg44MrcA7JzYGbpXfL","MilleniumKid, JBS","Vielleicht Vielleicht","Warner Music Central Europe",41,166,55,"511809"
157,"spotify:track:5tgSjvWO685Z0mYKefArMI","Central Cee, Dave","CRG (feat. Dave)","Columbia",157,-1,1,"511164"
158,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",33,155,37,"509708"
159,"spotify:track:5G2f63n7IPVPPjfNIGih7Q","Sabrina Carpenter","Taste","Island Records",23,126,21,"508695"
160,"spotify:track:2uqYupMHANxnwgeiXTZXzd","Dasha","Austin (Boots Stop Workin')","Warner Records",17,134,46,"508398"
161,"spotify:track:6qNY0rzwZR0d4xt3WiT8CU","LACAZETTE","H&K","LACAZETTE",8,150,21,"507874"
162,"spotify:track:6eWAWHm0cuOaPGDWhoLJ7s","Myles Smith","Nice To Meet You","RCA Records Label",129,149,7,"507495"
163,"spotify:track:0eaVIYo2zeOaGJeqZ5TwYz","Don Toliver","No Pole","Cactus Jack / Atlantic",115,118,4,"507184"
164,"spotify:track:2uXlHCUbq9OMUwx3hrk06o","Vance Joy","Riptide","Atlantic Records",62,188,136,"506006"
165,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",28,176,169,"505589"
166,"spotify:track:3FcqFCeCD6QRtRo6WGLCnC","Alligatoah","Willst du","Trailerpark",107,173,86,"501574"
167,"spotify:track:4UKQ8zZQ92nTdxQpz6VrPv","bac","Rosaroter Tee","Polydor",28,125,14,"501443"
168,"spotify:track:4C8c6wPEFZBNqy21vRBBih","LACAZETTE","HDL","LACAZETTE",1,163,14,"499681"
169,"spotify:track:4kbj5MwxO1bq9wjT5g9HaA","WALK THE MOON","Shut Up and Dance","RCA Records Label",100,162,38,"499629"
170,"spotify:track:2ENexcMEMsYk0rVJigVD3i","Rihanna","Only Girl (In The World)","Def Jam Recordings",170,197,7,"499017"
171,"spotify:track:3AJwUDP919kvQ9QcozQPxg","Coldplay","Yellow","Parlophone UK",107,154,16,"498720"
172,"spotify:track:0d28khcov6AiegSCpG5TuT","Gorillaz, De La Soul","Feel Good Inc.","Parlophone UK",140,170,4,"498440"
173,"spotify:track:5e0b9LgOfi3aJSKXFcOWRe","Chezile","Beanie","Chezile / 10K Projects",107,117,5,"494242"
174,"spotify:track:0gmbgwZ8iqyMPmXefof8Yf","Nickelback","How You Remind Me","Roadrunner Records",135,175,34,"492823"
175,"spotify:track:0nrRP2bk19rLc0orkWPQk2","Avicii","Wake Me Up","Universal Music AB",26,152,13,"491823"
176,"spotify:track:3bK1zVFBKIzYjmptmI4NsJ","Ofenbach, Norma Jean Martine","Overdrive (feat. Norma Jean Martine)","Elektra France",10,151,59,"489333"
177,"spotify:track:4BDEzRHyXxk0kBze9fAUXS","Amo, Nimo","Rapstar","Epic/385i",4,-1,18,"488880"
178,"spotify:track:1dzQoRqT5ucxXVaAhTcT0J","Lady Gaga, Colby O'Donis","Just Dance","Streamline/Interscope",152,-1,3,"488418"
179,"spotify:track:2KTxKoM4iUYCtuUGGIh9Qu","Nena","Irgendwie, irgendwo, irgendwann","BMG Rights Management GmbH",151,-1,9,"486381"
180,"spotify:track:63Pi2NAx5yCgeLhCTOrEou","Imogen Heap","Headlock","Megaphonic",180,-1,1,"485762"
181,"spotify:track:0Mvc2FRCYnVjMTd4jx4DMq","Zartmann, Ski Aggu, Dauner","wie du manchmal fehlst","Bamboo Artists/Epic",5,196,35,"485090"
182,"spotify:track:0zBOXwDbCEM0Wbx3rqVdQb","Kurdo, CAPO","Alors (feat. CAPO)","ALMAZ",39,182,27,"481400"
183,"spotify:track:0aB0v4027ukVziUGwVGYpG","Kendrick Lamar, Lefty Gunplay","tv off (feat. lefty gunplay)","pgLang, under exclusive license to Interscope Records",49,178,8,"480586"
184,"spotify:track:1zv3WFUbZ5vPxFq9I2jAU1","Rihanna, Calvin Harris","We Found Love","Def Jam Recordings",91,-1,13,"480156"
185,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",124,189,50,"479674"
186,"spotify:track:3VIEbpdr64a1mNSa8MqBAm","Fäaschtbänkler","ALL IN (Lieblingslieder)","Rosenklang",152,-1,2,"479021"
187,"spotify:track:2toCf2FDbTIdWriPI6kcsY","Nina Chuba, Chapo102","Ich hass dich","Jive",7,194,109,"477967"
188,"spotify:track:7BRD7x5pt8Lqa1eGYC4dzj","Billie Eilish","CHIHIRO","Darkroom/Interscope Records",6,187,34,"477846"
189,"spotify:track:0ntQJM78wzOLVeCUAW7Y45","Kings of Leon","Sex on Fire","RCA/Legacy",134,199,22,"477108"
190,"spotify:track:5o0osRx8kYJTOqlOSggr9Z","Alex Warren","Carry You Home","Atlantic Records",139,172,8,"475378"
191,"spotify:track:0iB5f04XdJ2tcfhoVkeLV8","Alok, Mondello'G, CERES, Tribbs","LET'S GET FKD UP","Columbia/B1 Recordings",5,198,51,"475171"
192,"spotify:track:33ENsMnZCFEz0J6rbHurlL","XAVAS","Wage es zu glauben","naidoo records",139,139,2,"474583"
193,"spotify:track:1B62o4CbdL9ckGvwsz2cgn","SYML","Where's My Love","Nettwerk Music Group",114,195,11,"474001"
